Id,Action
352,1
353,1
354,0.872
355,0.996
356,1
357,1
358,1
359,0.998
360,0.656
361,0.956
362,0.988
363,0.998
364,0.994
365,1
366,1
367,1
368,1
369,1
370,1
371,0.994
372,1
373,0.788
374,0.79
375,1
376,1
377,0.946
378,1
379,1
380,0.994
381,1
382,1
383,1
384,1
385,0.994
386,1
387,0.746
388,0.994
389,1
390,1
391,0.904
392,0.998
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,0.992
401,1
402,1
403,0.996
404,1
405,1
406,1
407,0.93
408,1
409,0.996
410,1
411,1
412,0.998
413,1
414,1
415,1
416,0.996
417,1
418,1
419,0.998
420,1
421,1
422,1
423,1
424,0.998
425,1
426,1
427,1
428,1
429,0.996
430,1
431,1
432,1
433,1
434,1
435,0.95
436,1
437,1
438,0.108
439,1
440,0.588
441,1
442,1
443,1
444,1
445,0.976
446,1
447,1
448,1
449,0.996
450,1
451,0.968
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,0.976
461,0.986
462,1
463,1
464,1
465,1
466,1
467,0.892
468,0.998
469,1
470,1
471,1
472,1
473,1
474,0.998
475,0.99
476,0.998
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,0.99
485,0.998
486,0.878
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,0.998
496,0.996
497,1
498,1
499,1
500,1
501,1
502,0.994
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,0.71
511,0.998
512,1
513,1
514,0.784
515,1
516,1
517,1
518,0.998
519,1
520,0.998
521,1
522,1
523,1
524,0.608
525,0.538
526,0.824
527,1
528,1
529,1
530,1
531,0.992
532,0.996
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,0.988
541,1
542,0.976
543,0.726
544,1
545,0.99
546,1
547,0.952
548,1
549,0.884
550,0.97
551,0.998
552,0.924
553,1
554,0.976
555,1
556,1
557,1
558,1
559,1
560,1
561,0.998
562,1
563,1
564,0.874
565,1
566,1
567,1
568,0.956
569,1
570,0.994
571,0.552
572,1
573,1
574,0.318
575,1
576,1
577,1
578,1
579,0.892
580,1
581,1
582,1
583,1
584,0.712
585,1
586,0.998
587,0.998
588,1
589,0.984
590,0.998
591,1
592,1
593,0.996
594,0.982
595,1
596,0.998
597,1
598,0.996
599,0.996
600,0.99
601,1
602,0.99
603,1
604,1
605,0.996
606,1
607,1
608,1
609,0.978
610,0.942
611,1
612,0.996
613,1
614,0.878
615,1
616,0.604
617,1
618,0.998
619,0.996
620,1
621,1
622,1
623,1
624,0.984
625,0.526
626,1
627,1
628,1
629,1
630,1
631,1
632,0.962
633,1
634,1
635,0.992
636,1
637,1
638,1
639,0.98
640,1
641,1
642,1
643,1
644,0.998
645,1
646,0.99
647,1
648,0.828
649,1
650,0.988
651,1
652,1
653,0.384
654,1
655,1
656,1
657,0.996
658,1
659,1
660,0.968
661,1
662,1
663,1
664,1
665,0.998
666,0.918
667,0.998
668,1
669,0.574
670,0.96
671,1
672,1
673,0.942
674,1
675,1
676,1
677,0.984
678,1
679,1
680,1
681,0.604
682,0.986
683,1
684,1
685,0.97
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,0.998
695,1
696,0.984
697,1
698,1
699,1
700,1
701,0.998
702,1
703,1
704,0.996
705,1
706,0.97
707,0.978
708,1
709,0.984
710,1
711,0.932
712,0.968
713,1
714,1
715,1
716,0.9
717,0.998
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,0.946
730,0.994
731,1
732,1
733,1
734,1
735,1
736,0.99
737,1
738,0.998
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,0.774
757,1
758,1
759,1
760,1
761,1
762,0.998
763,1
764,1
765,1
766,1
767,1
768,1
769,0.996
770,0.998
771,1
772,1
773,1
774,0.996
775,1
776,0.978
777,0.958
778,1
779,1
780,0.75
781,0.8
782,0.998
783,1
784,1
785,0.96
786,1
787,1
788,1
789,1
790,1
791,0.996
792,1
793,0.842
794,1
795,1
796,1
797,1
798,0.992
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,0.766
808,0.984
809,1
810,1
811,1
812,0.936
813,1
814,1
815,0.63
816,1
817,1
818,1
819,1
820,0.508
821,1
822,1
823,1
824,1
825,1
826,0.936
827,1
828,1
829,1
830,1
831,0.932
832,1
833,1
834,1
835,1
836,0.726
837,0.992
838,1
839,0.998
840,1
841,0.948
842,1
843,1
844,1
845,1
846,0.99
847,1
848,1
849,1
850,0.27
851,1
852,1
853,1
854,0.054
855,1
856,1
857,0.972
858,1
859,1
860,1
861,1
862,1
863,1
864,0.976
865,0.106
866,0.96
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,0.954
875,1
876,0.998
877,1
878,1
879,1
880,1
881,0.998
882,1
883,1
884,0.998
885,0.984
886,1
887,0.898
888,0.998
889,1
890,1
891,0.992
892,0.998
893,0.68
894,1
895,0.996
896,0.996
897,1
898,0.998
899,0.802
900,1
901,1
902,0.994
903,1
904,1
905,1
906,1
907,1
908,1
909,0.996
910,0.962
911,0.96
912,1
913,1
914,1
915,1
916,0.994
917,1
918,1
919,1
920,1
921,0.95
922,1
923,0.962
924,0.974
925,1
926,1
927,1
928,0.982
929,1
930,1
931,1
932,1
933,0.99
934,1
935,1
936,0.986
937,0.998
938,1
939,1
940,0.928
941,1
942,1
943,0.704
944,1
945,0.992
946,0.996
947,0.998
948,0.974
949,1
950,0.99
951,1
952,0.998
953,0.998
954,1
955,0.994
956,0.05
957,1
958,1
959,0.624
960,1
961,0.89
962,1
963,1
964,0.998
965,1
966,0.906
967,0.998
968,0.83
969,0.99
970,1
971,1
972,1
973,1
974,1
975,0.992
976,1
977,1
978,1
979,0.992
980,0.79
981,1
982,1
983,1
984,0.058
985,1
986,1
987,1
988,0.982
989,0.994
990,0.994
991,0.666
992,0.994
993,1
994,1
995,1
996,1
997,0.916
998,0.992
999,1
1000,1
1001,1
1002,0.998
1003,1
1004,1
1005,0.986
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,0.992
1013,1
1014,1
1015,1
1016,1
1017,0.37
1018,1
1019,1
1020,1
1021,1
1022,0.992
1023,1
1024,1
1025,0.968
1026,0.998
1027,1
1028,0.998
1029,1
1030,0.998
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0.984
1043,0.932
1044,0.978
1045,0.946
1046,1
1047,1
1048,1
1049,0.95
1050,0.998
1051,1
1052,1
1053,1
1054,0.96
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,0.992
1062,1
1063,0.992
1064,0.998
1065,1
1066,1
1067,1
1068,0.97
1069,0.998
1070,1
1071,0.926
1072,1
1073,0.93
1074,0.998
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0.758
1081,1
1082,1
1083,1
1084,1
1085,0.934
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0.998
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0.996
1103,1
1104,0.398
1105,1
1106,1
1107,1
1108,0.998
1109,1
1110,1
1111,1
1112,0.998
1113,1
1114,0.986
1115,0.976
1116,1
1117,0.998
1118,0.954
1119,0.794
1120,1
1121,1
1122,0.794
1123,0.988
1124,0.988
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0.958
1132,1
1133,0.998
1134,1
1135,0.738
1136,0.984
1137,1
1138,1
1139,0.994
1140,0.998
1141,1
1142,1
1143,1
1144,0.99
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,0.494
1155,1
1156,1
1157,0.994
1158,1
1159,1
1160,1
1161,0.998
1162,1
1163,0.996
1164,1
1165,1
1166,0.954
1167,1
1168,1
1169,0.974
1170,0.994
1171,1
1172,0.994
1173,1
1174,0.984
1175,1
1176,1
1177,1
1178,1
1179,1
1180,0.444
1181,0.92
1182,0.888
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0.194
1189,1
1190,1
1191,1
1192,1
1193,1
1194,0.998
1195,1
1196,0.982
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0.998
1205,1
1206,1
1207,0.98
1208,1
1209,0.994
1210,0.982
1211,1
1212,0.998
1213,0.978
1214,1
1215,1
1216,1
1217,0.994
1218,1
1219,0.994
1220,0.974
1221,1
1222,0.998
1223,0.998
1224,0.99
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,0.998
1240,0.994
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0.946
1247,1
1248,1
1249,1
1250,1
1251,0.996
1252,0.968
1253,1
1254,0.998
1255,1
1256,1
1257,0.846
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0.994
1270,1
1271,0.964
1272,1
1273,1
1274,0.996
1275,1
1276,1
1277,1
1278,1
1279,1
1280,0.992
1281,1
1282,0.988
1283,0.982
1284,1
1285,1
1286,1
1287,0.626
1288,1
1289,0.93
1290,1
1291,1
1292,0.998
1293,1
1294,1
1295,1
1296,1
1297,1
1298,0.998
1299,1
1300,0.666
1301,1
1302,0.992
1303,1
1304,1
1305,0.912
1306,1
1307,1
1308,1
1309,1
1310,1
1311,0.984
1312,1
1313,0.882
1314,0.996
1315,1
1316,1
1317,1
1318,1
1319,1
1320,0.964
1321,1
1322,1
1323,1
1324,1
1325,1
1326,0.998
1327,0.994
1328,0.992
1329,1
1330,1
1331,1
1332,1
1333,0.97
1334,1
1335,0.946
1336,1
1337,1
1338,1
1339,0.704
1340,0.998
1341,0.998
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0.998
1349,1
1350,1
1351,0.998
1352,1
1353,0.998
1354,1
1355,0.992
1356,1
1357,0.904
1358,0.994
1359,0.078
1360,0.174
1361,0.998
1362,1
1363,1
1364,0.998
1365,1
1366,0.982
1367,1
1368,1
1369,1
1370,0.998
1371,1
1372,1
1373,0.994
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0.998
1381,1
1382,0.998
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0.922
1389,1
1390,1
1391,0.046
1392,1
1393,0.992
1394,1
1395,0.844
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0.998
1405,1
1406,1
1407,1
1408,1
1409,1
1410,0.998
1411,0.998
1412,1
1413,0.338
1414,0.942
1415,0.924
1416,0.998
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,0.996
1427,1
1428,0.994
1429,0.068
1430,1
1431,1
1432,1
1433,0.908
1434,0.916
1435,0.946
1436,1
1437,1
1438,1
1439,1
1440,1
1441,0.998
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,0.996
1449,1
1450,0.958
1451,0.994
1452,1
1453,1
1454,1
1455,1
1456,0.998
1457,1
1458,1
1459,1
1460,1
1461,1
1462,0.058
1463,1
1464,0.932
1465,1
1466,1
1467,0.984
1468,1
1469,1
1470,1
1471,1
1472,1
1473,0.998
1474,1
1475,1
1476,1
1477,1
1478,1
1479,0.994
1480,1
1481,1
1482,0.444
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,0.996
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0.248
1503,0.996
1504,0.994
1505,1
1506,1
1507,1
1508,0.898
1509,1
1510,1
1511,1
1512,1
1513,1
1514,0.998
1515,0.94
1516,0.994
1517,0.252
1518,1
1519,1
1520,1
1521,1
1522,0.994
1523,0.998
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0.986
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,0.996
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,0.796
1561,1
1562,0.58
1563,0.928
1564,0.998
1565,0.998
1566,0.992
1567,1
1568,0.912
1569,1
1570,1
1571,0.496
1572,1
1573,0.272
1574,1
1575,1
1576,0.982
1577,1
1578,0.914
1579,1
1580,0.54
1581,1
1582,1
1583,0.998
1584,1
1585,1
1586,0.99
1587,0.988
1588,0.998
1589,1
1590,1
1591,0.996
1592,1
1593,0.978
1594,1
1595,0.036
1596,0.996
1597,1
1598,1
1599,0.154
1600,1
1601,1
1602,0.996
1603,1
1604,1
1605,0.966
1606,1
1607,0.988
1608,0.972
1609,0.996
1610,0.992
1611,1
1612,1
1613,1
1614,0.948
1615,1
1616,1
1617,0.506
1618,1
1619,1
1620,0.998
1621,0.998
1622,0.822
1623,0.994
1624,1
1625,1
1626,1
1627,0.372
1628,0.99
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0.996
1637,0.994
1638,1
1639,0.764
1640,1
1641,1
1642,0.338
1643,1
1644,1
1645,0.898
1646,1
1647,1
1648,1
1649,0.998
1650,1
1651,0.958
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0.996
1660,1
1661,1
1662,1
1663,1
1664,1
1665,0.944
1666,1
1667,0.846
1668,1
1669,1
1670,1
1671,0.832
1672,0.998
1673,1
1674,1
1675,0.108
1676,0.628
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,0.988
1692,1
1693,1
1694,0.99
1695,1
1696,0.974
1697,0.976
1698,0.964
1699,1
1700,1
1701,0.998
1702,1
1703,0.982
1704,1
1705,0.998
1706,0.994
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0.914
1714,1
1715,1
1716,1
1717,0.798
1718,0.332
1719,1
1720,0.988
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,0.998
1728,1
1729,1
1730,1
1731,0.98
1732,0.998
1733,1
1734,0.984
1735,1
1736,0.99
1737,1
1738,1
1739,0.992
1740,1
1741,0.972
1742,1
1743,1
1744,1
1745,1
1746,1
1747,0.976
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0.884
1762,0.892
1763,0.998
1764,1
1765,1
1766,1
1767,1
1768,0.668
1769,0.912
1770,1
1771,0.996
1772,1
1773,0.996
1774,0.998
1775,1
1776,0.94
1777,1
1778,0.996
1779,1
1780,0.994
1781,0.984
1782,0.964
1783,1
1784,0.996
1785,1
1786,0.998
1787,0.95
1788,0.992
1789,0.998
1790,1
1791,0.384
1792,1
1793,1
1794,0.974
1795,1
1796,0.93
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,0.988
1804,0.99
1805,0.664
1806,0.94
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,0.358
1814,0.42
1815,0.998
1816,1
1817,0.986
1818,1
1819,0.996
1820,1
1821,1
1822,1
1823,0.998
1824,0.862
1825,1
1826,1
1827,1
1828,1
1829,1
1830,0.992
1831,1
1832,1
1833,0.984
1834,0.994
1835,0.994
1836,1
1837,1
1838,0.808
1839,1
1840,0.996
1841,0.79
1842,1
1843,1
1844,1
1845,0.998
1846,1
1847,1
1848,1
1849,1
1850,1
1851,0.93
1852,1
1853,0.998
1854,1
1855,1
1856,1
1857,0.998
1858,0.452
1859,1
1860,0.812
1861,0.89
1862,1
1863,1
1864,0.994
1865,1
1866,1
1867,1
1868,1
1869,0.992
1870,1
1871,1
1872,1
1873,0.318
1874,0.884
1875,0.284
1876,1
1877,0.998
1878,0.97
1879,1
1880,1
1881,1
1882,1
1883,0.754
1884,0.892
1885,0.982
1886,0.94
1887,1
1888,0.996
1889,1
1890,1
1891,0.998
1892,1
1893,0.998
1894,1
1895,1
1896,1
1897,0.996
1898,1
1899,0.916
1900,0.99
1901,0.774
1902,1
1903,0.988
1904,1
1905,0.854
1906,1
1907,1
1908,0.438
1909,1
1910,1
1911,1
1912,1
1913,0.984
1914,1
1915,1
1916,0.998
1917,1
1918,1
1919,0.868
1920,0.998
1921,0.974
1922,1
1923,1
1924,1
1925,1
1926,0.886
1927,1
1928,1
1929,1
1930,0.978
1931,0.998
1932,0.93
1933,1
1934,1
1935,1
1936,1
1937,0.998
1938,1
1939,1
1940,1
1941,0.998
1942,1
1943,1
1944,0.998
1945,0.996
1946,1
1947,0.748
1948,0.992
1949,1
1950,1
1951,1
1952,0.998
1953,1
1954,1
1955,1
1956,1
1957,0.916
1958,1
1959,1
1960,1
1961,0.996
1962,1
1963,1
1964,1
1965,1
1966,0.996
1967,1
1968,0.476
1969,0.928
1970,1
1971,0.054
1972,1
1973,1
1974,0.988
1975,1
1976,1
1977,0.994
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0.71
1984,1
1985,0.998
1986,1
1987,0.754
1988,1
1989,1
1990,0.996
1991,1
1992,1
1993,1
1994,0.998
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0.998
2002,1
2003,1
2004,0.998
2005,1
2006,1
2007,0.994
2008,0.73
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,0.998
2017,1
2018,1
2019,1
2020,0.984
2021,1
2022,0.918
2023,1
2024,0.998
2025,1
2026,0.998
2027,1
2028,1
2029,1
2030,0.832
2031,1
2032,1
2033,1
2034,0.984
2035,0.98
2036,1
2037,0.984
2038,1
2039,1
2040,1
2041,1
2042,0.986
2043,1
2044,0.544
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,0.894
2053,1
2054,0.998
2055,0.988
2056,0.94
2057,0.954
2058,1
2059,1
2060,0.98
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0.798
2068,0.996
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,0.502
2076,1
2077,1
2078,0.912
2079,0.99
2080,1
2081,1
2082,1
2083,0.986
2084,0.962
2085,1
2086,1
2087,0.996
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0.994
2098,0.636
2099,1
2100,1
2101,1
2102,0.998
2103,1
2104,1
2105,0.99
2106,1
2107,0.982
2108,1
2109,0.768
2110,1
2111,1
2112,0.932
2113,1
2114,1
2115,1
2116,1
2117,0.948
2118,1
2119,1
2120,1
2121,0.802
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,0.774
2133,1
2134,1
2135,0.992
2136,1
2137,1
2138,0.996
2139,0.99
2140,1
2141,0.996
2142,1
2143,1
2144,0.998
2145,1
2146,0.904
2147,0.998
2148,1
2149,1
2150,1
2151,0.982
2152,0.99
2153,0.994
2154,0.996
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0.882
2163,1
2164,1
2165,1
2166,0.902
2167,1
2168,1
2169,1
2170,1
2171,0.898
2172,1
2173,1
2174,1
2175,0.984
2176,1
2177,0.998
2178,0.964
2179,1
2180,1
2181,1
2182,1
2183,0.998
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,0.998
2193,0.996
2194,1
2195,1
2196,1
2197,0.994
2198,1
2199,0.996
2200,1
2201,0.952
2202,1
2203,1
2204,1
2205,1
2206,0.936
2207,0.998
2208,1
2209,1
2210,1
2211,0.99
2212,1
2213,1
2214,1
2215,0.998
2216,1
2217,1
2218,1
2219,0.992
2220,1
2221,1
2222,1
2223,0.998
2224,1
2225,1
2226,1
2227,1
2228,1
2229,0.994
2230,0.778
2231,0.996
2232,1
2233,0.188
2234,0.996
2235,1
2236,1
2237,0.392
2238,1
2239,1
2240,0.066
2241,0.802
2242,1
2243,1
2244,0.986
2245,1
2246,0.998
2247,1
2248,0.998
2249,1
2250,1
2251,1
2252,0.996
2253,0.994
2254,1
2255,1
2256,0.932
2257,1
2258,0.284
2259,1
2260,0.98
2261,1
2262,0.992
2263,1
2264,0.998
2265,0.926
2266,0.894
2267,0.934
2268,1
2269,0.938
2270,0.998
2271,1
2272,0.984
2273,1
2274,1
2275,1
2276,1
2277,0.998
2278,1
2279,1
2280,0.956
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,0.998
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,0.998
2297,0.998
2298,0.99
2299,0.95
2300,1
2301,0.998
2302,1
2303,1
2304,1
2305,1
2306,0.86
2307,1
2308,0.99
2309,0.95
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,0.998
2320,0.994
2321,1
2322,1
2323,1
2324,0.7
2325,1
2326,1
2327,1
2328,1
2329,0.886
2330,1
2331,1
2332,1
2333,1
2334,0.996
2335,0.654
2336,0.774
2337,0.944
2338,0.98
2339,1
2340,0.89
2341,1
2342,0.996
2343,1
2344,1
2345,1
2346,0.988
2347,1
2348,1
2349,0.992
2350,1
2351,1
2352,0.97
2353,1
2354,1
2355,0.996
2356,1
2357,0.998
2358,0.938
2359,1
2360,1
2361,0.646
2362,0.994
2363,1
2364,1
2365,0.07
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,0.998
2373,1
2374,1
2375,0.974
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,0.998
2383,0.752
2384,0.634
2385,0.996
2386,0.114
2387,0.948
2388,1
2389,0.996
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0.718
2406,0.662
2407,1
2408,0.112
2409,0.998
2410,0.996
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,0.998
2427,1
2428,1
2429,0.998
2430,0.822
2431,0.95
2432,1
2433,0.988
2434,0.986
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0.998
2442,1
2443,1
2444,0.982
2445,1
2446,1
2447,0.62
2448,0.918
2449,1
2450,1
2451,1
2452,0.978
2453,0.98
2454,1
2455,1
2456,1
2457,0.846
2458,1
2459,0.998
2460,1
2461,1
2462,1
2463,1
2464,0.988
2465,1
2466,1
2467,1
2468,1
2469,1
2470,0.994
2471,1
2472,1
2473,0.998
2474,1
2475,1
2476,0.936
2477,1
2478,1
2479,1
2480,1
2481,0.996
2482,1
2483,1
2484,1
2485,0.996
2486,1
2487,0.994
2488,0.988
2489,0.838
2490,1
2491,1
2492,0.952
2493,1
2494,1
2495,0.994
2496,0.998
2497,0.818
2498,0.996
2499,1
2500,0.986
2501,1
2502,1
2503,1
2504,1
2505,0.99
2506,0.984
2507,0.902
2508,1
2509,1
2510,1
2511,1
2512,1
2513,0.948
2514,1
2515,1
2516,1
2517,0.986
2518,1
2519,1
2520,0.994
2521,0.998
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,0.998
2530,0.97
2531,1
2532,1
2533,0.998
2534,1
2535,1
2536,1
2537,0.998
2538,1
2539,1
2540,1
2541,1
2542,0.766
2543,0.998
2544,0.998
2545,0.998
2546,1
2547,0.96
2548,0.716
2549,0.988
2550,1
2551,0.98
2552,1
2553,0.974
2554,1
2555,0.02
2556,1
2557,1
2558,0.984
2559,0.488
2560,1
2561,0.994
2562,0.998
2563,0.996
2564,1
2565,1
2566,0.998
2567,1
2568,0.886
2569,1
2570,1
2571,0.99
2572,0.964
2573,1
2574,0.978
2575,0.984
2576,0.924
2577,1
2578,0.956
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,0.914
2587,1
2588,1
2589,0.596
2590,1
2591,0.998
2592,1
2593,0.176
2594,1
2595,0.504
2596,0.932
2597,0.992
2598,1
2599,1
2600,1
2601,0.996
2602,1
2603,1
2604,1
2605,1
2606,0.998
2607,0.852
2608,1
2609,1
2610,0.944
2611,0.99
2612,0.93
2613,0.986
2614,1
2615,1
2616,0.996
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,0.996
2628,0.194
2629,0.988
2630,1
2631,1
2632,0.998
2633,0.764
2634,0.904
2635,1
2636,1
2637,1
2638,1
2639,0.976
2640,1
2641,0.564
2642,0.998
2643,1
2644,1
2645,1
